masked_word,target,original_word,wrong_guesses
p___mo__z__i_i__,l,plasmolyzability,"['e', 'n', 'r', 'd']"
in___n__i_n_li_m,a,internationalism,"['u', 'c', 'd', 'g']"
__le___a_c_eat_c,p,splenopancreatic,"['h', 'u', 'b']"
hy_r_sulphur_t__,d,hydrosulphureted,"['c', 'i']"
pharmac_g___tic_,s,pharmacognostics,['y']
__i______iza_i_n,o,philosophization,"['r', 'e', 'c', 'u']"
__d_op_obop_ob__,h,hydrophobophobia,"['n', 'c', 'l', 'e']"
t_tr__th___i____,e,tetraethylsilane,"['o', 'c', 'm', 'd']"
pseud__e_ev_le_t,n,pseudobenevolent,"['i', 'r']"
un_cr_ptura_ne__,s,unscripturalness,"['o', 'b']"
_______e___e_ess,n,unchangeableness,"['i', 't', 'o', 'r']"
___e_ig____idea_,o,hyoepiglottidean,"['r', 'u', 's', 'c']"
_e_o__e__pe_____,r,aerotherapeutics,"['n', 'm', 'l', 'd', 'g']"
_ch_n_s______d__,a,echinostomatidae,"['r', 'l', 'p']"
u___l___r_______,e,undeliberateness,"['o', 'c', 'p', 'g', 'm']"
__ach___sca_u_a_,r,tracheloscapular,"['i', 'b', 'n']"
_o__________m___,t,counterstatement,"['i', 'l', 'p', 'h']"
c_t__t_op__c___y,a,catastrophically,"['e', 'n', 'u']"
papillo_ar_ino_a,c,papillocarcinoma,['t']
u_r_s_____v___ss,e,unrespectiveness,"['o', 'a', 'm']"
___r_ss__n__ss_y,e,expressionlessly,"['a', 't', 'c', 'm']"
c__c____c__n____,o,calcareocorneous,"['i', 't', 'm', 'h', 'd']"
nonprotract___t_,i,nonprotractility,['v']
de__p_____ca____,i,desophistication,"['l', 'y', 'm', 'r']"
m__app_e_e____le,s,misapprehensible,"['t', 'c', 'o']"
u_chival__us_ess,n,unchivalrousness,"['t', 'y']"
_a__a___enii_o__,r,macraucheniiform,"['l', 'g', 's']"
su_conjunct_v_ly,i,subconjunctively,['a']
___g_______c_ll_,a,epigrammatically,"['o', 'n', 'h', 's', 'u']"
d_s____t__l_g_st,o,desmopathologist,"['r', 'c', 'n', 'u']"
organotrop_ca___,l,organotropically,"['s', 'h']"
____t___n__al_ty,c,overtechnicality,"['m', 'p', 'u', 's']"
_ystopy_log_aphy,e,cystopyelography,['i']
__p______l__t___,r,suprarenalectomy,"['i', 'h', 'd', 'g']"
__te_ve_t__cula_,r,interventricular,"['o', 's']"
pos_e_cepha_i_ic,t,postencephalitic,"['r', 'm']"
h___________n___,r,hypercorrectness,"['i', 'a', 'l', 'u', 'm']"
p_r_ph_roc_ntra_,e,peripherocentral,['y']
cu__d_deca_edral,o,cubododecahedral,"['i', 't']"
_o____t_uct_o___,n,noninstructional,"['e', 'd', 'p', 'b']"
_____o_a_a____n_,p,pseudopapaverine,"['l', 't', 'g', 'c']"
_e______r_______,n,pectinibranchian,"['o', 's', 'l', 'm', 'u']"
_hoto_r___tur___,a,photodramaturgic,"['e', 's', 'n', 'l']"
r____om_os_r_om_,a,rhabdomyosarcoma,"['e', 't', 'i']"
hy__________c___,e,hydromeningocele,"['p', 'a', 't', 's', 'u']"
____to_o__o__t__,c,zeuctocoelomatic,"['p', 'r', 'h', 's', 'y']"
pre_illenniali__,m,premillennialism,['t']
___dr___b_r____r,u,quadritubercular,"['o', 'n', 's', 'h', 'm']"
____o_______a__y,i,improvidentially,"['c', 'u', 's', 'h']"
s___t_________ss,a,sanctifiableness,"['r', 'o', 'h', 'd', 'p']"
_u______y_____ly,a,subbrachycephaly,"['i', 't', 'o', 'n']"
______m___t__e__,i,discriminatively,"['o', 'u', 'p', 'g', 'h']"
_c___c_z____c___,e,scheuchzeriaceae,"['o', 't', 'n', 'l', 'y']"
_n____t_n_z_ngl_,i,unscrutinizingly,"['a', 'e', 'o']"
o____o_ici_o____,l,oversolicitously,"['p', 'n', 'a', 'm', 'f']"
__s_cco__o____on,d,disaccommodation,"['u', 'p', 'r']"
_o__co___e_o_ous,y,polycotyledonous,"['r', 'i', 'm', 'a']"
___e__de_m______,r,sclerodermatitis,"['n', 'p', 'y', 'u']"
s_l___i_i__l____,o,sulforicinoleate,"['d', 'p', 'g', 'm', 'y']"
hyps__ophodo_t_d,i,hypsilophodontid,['e']
t__t____b___t___,n,tintinnabulatory,"['e', 's', 'c', 'm']"
ult_a_as____abl_,h,ultrafashionable,"['c', 'v', 'd', 'm']"
_o__o__u_i_a_io_,n,noncommunication,"['s', 'l', 'z', 'f']"
__ph_lor__hidi_n,a,cephalorachidian,"['m', 't']"
a____n_____a___n,i,autointoxication,"['r', 'e', 's', 'l', 'z']"
____rcr_________,l,intercrystalline,"['o', 'p', 'u', 'd', 'm']"
__d_____e____i__,a,androgametangium,"['s', 'c', 'l', 'p']"
ov__s__sc___t_o_,r,oversubscription,"['a', 'l', 'd', 'm']"
___ds___thianism,r,wordsworthianism,"['p', 'e']"
_ipte_oca_paceae,r,dipterocarpaceae,['l']
_e_h_ocolo_tosis,p,nephrocoloptosis,"['m', 'a']"
_o_c___i__li__ic,n,noncannibalistic,"['u', 'r', 'e']"
_rre_ress_____t_,i,irrepressibility,"['o', 'a', 'g', 'n']"
e_e_trodent_stry,l,electrodentistry,"['a', 'v']"
_______i_i_n_en_,t,subpartitionment,"['c', 'l', 'd', 'h', 'g']"
c_rc_ms_an__able,t,circumstantiable,"['g', 'd']"
iso_u_yrald_hyd_,e,isobutyraldehyde,"['p', 'c']"
_h____he__g___h_,o,photochemigraphy,"['l', 's', 'n', 'd', 'u']"
_an_i__af__wo_an,r,handicraftswoman,"['l', 'g', 'p', 'e']"
_nd_m__n__i__b__,e,undemagnetizable,"['o', 's', 'p']"
_ost_yga_o_hys_s,p,postzygapophysis,"['l', 'm']"
a_t_diagra__atic,m,autodiagrammatic,"['n', 'h']"
crypt__ranchi_ae,d,cryptobranchidae,['g']
__lp____lp______,u,sulphosulphurous,"['i', 'n', 'a', 'e']"
__st_tut_o____st,i,institutionalist,"['r', 'p', 'e']"
__thropometr_c_l,a,anthropometrical,['y']
_mmeasurab_e_ess,l,immeasurableness,"['o', 't']"
c_rci_os_rcom_t_,a,carcinosarcomata,"['e', 'u']"
ae_oente_e_tasia,r,aeroenterectasia,['u']
pa___rad___rap__,o,pathoradiography,"['c', 'l', 'n']"
_o__ol_tho_ho___,c,coccolithophorid,"['n', 'a', 'y', 's']"
p_eryl__raphical,t,pterylographical,"['u', 'n']"
____h__in___id_l,a,brachypinacoidal,"['t', 'e', 'm', 's']"
_o___e__o__e___e,r,counterponderate,"['l', 'i', 's', 'm']"
_n_____l__l_n___,s,indissolubleness,"['a', 'r', 'c', 't']"
___e__i_ui_a_i_m,r,hyperpituitarism,"['n', 'l', 'o', 'c']"
_n_nfec_____ne__,s,uninfectiousness,"['a', 'v', 'r']"
______m_d_c__m__,a,paralambdacismus,"['o', 'e', 't', 'n', 'h']"
t_____t________h,e,telemeteorograph,"['i', 's', 'n', 'c', 'u']"
vas_c_ns_r_c__ve,t,vasoconstrictive,"['u', 'm']"
_p_____m_rr__g__,a,ophthalmorrhagia,"['n', 'e', 's']"
_o_osubstitutio_,n,monosubstitution,['h']
_ve__ast_d___s__,i,overfastidiously,"['n', 'c', 'm', 'p']"
__e______me_t__y,r,preparliamentary,"['o', 'c', 's']"
_n_____n_bl_n_ss,a,unimaginableness,"['r', 't', 'o']"
in_e_bellige_en_,t,interbelligerent,['m']
n_ninte_p_siti_n,o,noninterposition,"['m', 'a']"
hel_ocent__c_lly,i,heliocentrically,['f']
___i___n_i___i__,t,semiquantitative,"['o', 'r', 'l', 'c']"
_s_su__________e,a,isosulphocyanate,"['r', 'd', 'z', 'm']"
anti_n_umo_o__i_,c,antipneumococcic,['s']
_______e_____ll_,a,catachrestically,"['o', 'n', 'p', 'm', 'u']"
_lag_lla__a__o_s,e,flagellariaceous,"['t', 'n', 'p']"
_u__i___ge____e_,l,multiflagellated,"['s', 'q', 'r']"
f_br__y___ar___a,o,fibromyxosarcoma,"['e', 'u', 'l', 't']"
supe_agg_avat__n,r,superaggravation,"['d', 'c']"
__ti____t__i____,s,satisfactoriness,"['l', 'u', 'y', 'd', 'm']"
a_____l__e_r___c,i,antipolyneuritic,"['h', 'm', 'g']"
co_scio_a_le_ess,n,conscionableness,"['t', 'u']"
_____c__os______,t,lenticulostriate,"['p', 'h', 'y', 'm', 'd']"
se_i_g_ic_______,r,semiagricultural,"['n', 'o', 'y']"
_nt_r__last_r_ng,i,interpilastering,"['c', 'm']"
mu__if_riousness,t,multifariousness,['c']
s__n_gra_h__a___,l,scenographically,"['t', 'd', 'b', 'u']"
_e___p_e____e___,r,retropresbyteral,"['i', 'n', 'c', 'm', 'u']"
hemime_am_r_h_us,o,hemimetamorphous,['d']
chondro_r_hri_i_,t,chondroarthritis,['u']
__o__ula__a__ou_,s,grossulariaceous,"['t', 'p', 'n']"
u_pr_crasti_at_d,n,unprocrastinated,"['v', 'm']"
___i____a__i_h__,s,undisestablished,"['r', 'o', 'p', 'c']"
__r_l_________ly,i,unrelinquishably,"['o', 't', 'g', 'p', 'c']"
blockh_ad_sh__ss,e,blockheadishness,['u']
p________p______y,o,palaeoherpetology,"['i', 'c', 'n', 's', 'm']"
h_per_ranscen_en_,t,hypertranscendent,['g']
com_rehe__ive_e__,s,comprehensiveness,['a']
p_e___pici____e__,s,presuspiciousness,"['a', 'l', 't', 'd']"
__a___a_____la___,r,quadriarticulated,"['s', 'n', 'o', 'y']"
draughts_o_a_shi_,m,draughtswomanship,"['l', 'f']"
_on_ub___n_____on,t,consubstantiation,"['e', 'z', 'r', 'l']"
______o__obi___i_,m,methemoglobinemia,"['p', 's', 'c', 'r', 'u']"
ph_rm_co_i_gno_i_,a,pharmacodiagnosis,['y']
_xcr____titi__s__,e,excrementitiously,"['a', 'p', 'v', 'd']"
_u__rc____r_a_i__,e,superconservative,"['l', 'm', 'g', 'd']"
______i___ci_e_i_,a,hypoaminoacidemia,"['s', 'r', 't', 'l', 'u']"
per_ceme_tocla__a,i,pericementoclasia,"['y', 'd']"
ove_concent__tion,r,overconcentration,"['u', 'l']"
_n______l_g___ll_,o,anthropologically,"['u', 'e', 'm', 's', 'd']"
______ns________n,r,pretransportation,"['c', 'u', 'l', 'm', 'd']"
__l__o_a__a__l___,i,sulphocarbanilide,"['t', 'm', 'y', 'g']"
p_l_____st_e_t___,o,pylorogastrectomy,"['n', 'i', 'd']"
d__om_____o____z_,i,denominationalize,"['c', 's', 'r', 'p']"
_o____v__o_m_____,e,postdevelopmental,"['i', 'r', 'f', 'c']"
______i__a_______,n,unpensionableness,"['t', 'r', 'c', 'm', 'd']"
i__u_m_u__a_ili__,t,insurmountability,"['e', 'c', 'p']"
c_l_r__ydr_carb__,o,chlorohydrocarbon,"['i', 'u']"
m_n___mme________,y,monosymmetrically,"['u', 'd', 'g', 'h', 'p']"
____i______g___h_,a,sectioplanography,"['m', 'u', 'd', 'b', 'q']"
deinte__ect___ize,l,deintellectualize,"['r', 'o']"
___t_b__t____l___,o,phytobacteriology,"['s', 'n', 'u', 'm', 'd']"
st_r__ty___r____r,e,stereotypographer,"['i', 'l', 'c', 'm']"
p_ede_t_na__an__m,i,predestinarianism,['o']
a_t_pr__u_t_____t,i,antiproductionist,"['l', 'e', 'm']"
p_otoz__cograp__c,i,photozincographic,['y']
_____yo______m___,h,ichthyophthalmite,"['r', 'n', 's', 'u']"
i_t_r___t__ati_al,s,intersystematical,"['u', 'o', 'p', 'd']"
__mo_lob_____ro_s,i,hemoglobiniferous,"['a', 't', 'c', 'd']"
_h____r___r__i__e,a,phalacrocoracidae,"['t', 'n', 's']"
_l____ons__v___sm,r,ultraconservatism,"['p', 'h', 'd', 'b']"
cou_terhy_othes_s,p,counterhypothesis,"['a', 'l']"
_y_ph__yt___t_s_s,o,lymphocytomatosis,"['e', 'r', 'n']"
__s__es____e_t___,c,vasovesiculectomy,"['n', 'r', 'p', 'd', 'g']"
___r_____h____hi_,c,neuropsychopathic,"['l', 'm', 'g', 'd', 'b']"
__________a__l___,i,orthonitroaniline,"['y', 's', 'b', 'c']"
e_e___oanes__es_a,t,electroanesthesia,"['v', 'm', 'p']"
e_ectrot_anatos_s,l,electrothanatosis,['m']
_h__o_h_________s,e,chemotherapeutics,"['l', 'y', 'n', 'g', 'd']"
_i__os__ot_i_mi__,h,diphosphothiamine,"['r', 'c', 'l']"
__t_r_________b__,c,intercommunicable,"['s', 'p', 'h', 'g']"
__ricar_ic_____i_,e,pericardicentesis,"['o', 'l', 'h', 'u']"
ce_at__at_ac___ae,r,ceratobatrachinae,"['d', 'm', 'l']"
_o__ae_ec__o_e_e_,t,voltaelectrometer,"['i', 'n', 'y']"
______e_d_e__id_e,l,scolopendrellidae,"['t', 'h', 'm', 'u']"
tr___ce__e_t_l__e,n,transcendentalize,"['p', 'o', 'm']"
un_r_s_n_____n_ss,e,unpresentableness,"['i', 'd', 'c', 'o']"
_cci_i__ca_ca_i_e,o,occipitocalcarine,"['v', 's', 'd', 'u']"
_e_____a____a_e_e,h,methylnaphthalene,"['c', 'o', 'i', 'r']"
m____p__s_____p__,y,microphysiography,"['t', 'e', 'l', 'n']"
un__reseea_leness,f,unforeseeableness,['p']
he_________ph____,i,hemoglobinophilic,"['r', 'a', 't', 's']"
__p_or__th__orm__,i,aepyornithiformes,"['l', 'd', 'c']"
gran_moth_rlin___,e,grandmotherliness,"['u', 'k']"
unce_tifia__eness,l,uncertifiableness,['p']
u__r__i_ia_____ss,t,unpropitiatedness,"['l', 'b', 'f']"
p__u_o___n__l_c_l,e,pseudoevangelical,"['r', 't', 'm']"
non_ondu_ti_ilit_,c,nonconductibility,['s']
_ym_athetic_t_nia,o,sympatheticotonia,['g']
gent_ewo_an__ness,l,gentlewomanliness,['r']
_emia__romatop_ia,h,hemiachromatopsia,"['d', 'n']"
_ccl_s_c___ic_lly,o,occlusocervically,"['t', 'm', 'n']"
_u_cu_o_n_____na_,l,musculointestinal,"['r', 'b', 'p', 'g']"
i__ere____g_e_e__,n,interentanglement,"['s', 'u', 'o', 'p']"
su__ol_c_oc____ly,h,subdolichocephaly,"['t', 'v', 'n', 'r']"
d_____s__h_______,a,dictyosiphonaceae,"['l', 'r', 'g', 'm']"
t_ans___m_ntation,e,transelementation,['f']
____r_____ibi_i__,e,comprehensibility,"['u', 'a', 'd', 'g', 'v']"
_y______d__a_a__y,l,hypochondriacally,"['e', 't', 'm', 's']"
m______l____m_t__,r,microgalvanometer,"['h', 's', 'u', 'p']"
pr_______________,c,proecclesiastical,"['n', 'u', 'm', 'd']"
___o__i_io_______,n,unconditionedness,"['r', 'p', 'a', 'l', 'b']"
pec_inibr_nc_i__e,t,pectinibranchiate,"['l', 'o']"
_n_i_____i___n___,c,uncircumcisedness,"['a', 't', 'o', 'l']"
__d_scerpt_b___ty,i,indiscerptibility,['a']
__ach_ob_o_ch____,r,tracheobronchitis,"['y', 'l', 'm']"
__r_____t___r___y,o,chromolithography,"['e', 'n', 's', 'u', 'd']"
misco_stit_tio_a_,n,misconstitutional,"['e', 'r']"
p_edi_co_te_tme_t,n,prediscontentment,"['a', 'v']"
d___r_s___s_r____,l,dextrosinistrally,"['p', 'c', 'u', 'm']"
b____ob____orrh__,n,balanoblennorrhea,"['i', 'c', 't', 'p']"
_n_n_______v_n___,i,uninquisitiveness,"['r', 'a', 'o', 'c']"
le_c_e_ce___l____,i,leucoencephalitis,"['r', 'm', 'g', 'y']"
_________ra__u___,i,bibliotherapeutic,"['s', 'n', 'm', 'g', 'y']"
____e___________y,r,nonterritoriality,"['c', 's', 'p', 'm']"
___e_i_e____e_ess,l,undeliverableness,"['t', 'o', 'c', 'p', 'm']"
g_st____t___st_m_,o,gastroenterostomy,"['c', 'l', 'i']"
__xi___rap_i_a___,l,lexicographically,"['t', 's', 'u', 'd']"
___g______t_d____,e,singleheartedness,"['o', 'u', 'c', 'p', 'm']"
re_erso_aliza_io_,n,repersonalization,"['v', 'd']"
c__tra_i_ti___i__,n,contradistinguish,"['l', 'z', 'e']"
ps_u_osy____r____,m,pseudosymmetrical,"['h', 'n', 'g']"
___t_s___tr_s___y,o,photospectroscopy,"['i', 'l', 'm']"
_yp_rm_t_p_y_____,a,hypermetaphysical,"['o', 'u', 'n']"
_nc_ntam_nateness,i,incontaminateness,"['u', 'y']"
__c__c____i____u_,o,hectocotyliferous,"['a', 'm', 'n', 'p']"
_u_d__enn_umu___e,i,quadrienniumutile,"['s', 'b', 'p', 'c']"
non___a__l__a__on,i,nonrehabilitation,"['z', 'u', 'p', 's']"
_nti_ggre__ioni_t,s,antiaggressionist,"['u', 'c']"
_____o____hi_____,a,stratographically,"['e', 'n', 'm', 'b']"
_s_____r_m_t_v_sm,i,pseudoprimitivism,"['a', 'c', 'g', 'h']"
in__n__i_____n___,s,inconspicuousness,"['t', 'l', 'a', 'r', 'b']"
_n__rgr______sh__,d,undergraduateship,"['l', 'o', 'c']"
p_____p_rph_r____,i,pseudoporphyritic,"['a', 'n', 'l', 'm']"
__thropogeogr_ph_,a,anthropogeography,"['i', 'l']"
irrecl_im__le_ess,a,irreclaimableness,['o']
nitrosy_s__p__ric,l,nitrosylsulphuric,"['e', 'a']"
tric_ocep___i_sis,a,trichocephaliasis,"['n', 'm']"
_ignifica_i_ene__,s,significativeness,"['d', 'm']"
_n_____n____ene__,i,indistinctiveness,"['u', 'a', 'b', 'o', 'l']"
u_pr_poss_ss_____,e,unprepossessingly,"['v', 'a', 'b']"
p__nt_s___o_____y,a,phantasmagorially,"['c', 'e', 'u', 'd']"
a_ti_tr__t_____i_,c,antistreptococcic,"['h', 'g', 'l']"
__er_es_r_c___el_,v,overdestructively,"['a', 'n', 'p']"
_isu_d_rstood__ss,e,misunderstoodness,"['l', 'a']"
_o_o_h_o__ti____y,l,monochromatically,"['e', 's', 'p']"
u_pe_su_____e_ess,a,unpersuadableness,"['i', 't', 'v', 'm']"
ph_r_ng_m_xill_r_,a,pharyngomaxillary,['u']
nonsu_stant_al_st,i,nonsubstantialist,"['e', 'r']"
p_lv__rad__graphy,i,pelvioradiography,['u']
_y_________n____c,h,hyperorthognathic,"['s', 'm', 'd', 'l']"
___o_fo__a_______,s,uncomfortableness,"['i', 'y', 'd', 'g']"
en_ntiomo_phou_l_,a,enantiomorphously,['g']
_____d_ss________,o,photodissociation,"['e', 'r', 'l', 'y']"
_a_________u_____,s,sanctimoniousness,"['r', 'l', 'p', 'd', 'h']"
gas_rojejunos_o__,t,gastrojejunostomy,"['p', 'c']"
___ono___p_______,r,chronographically,"['t', 'e', 'm', 's']"
__ap_ra__a__call_,i,diaphragmatically,"['u', 'n', 's', 'e']"
n_n__p__s_nt_t___,e,nonrepresentative,"['m', 'l', 'd', 'y']"
n_u_o_athological,p,neuropathological,['m']
_p________p_c___y,l,apheliotropically,"['g', 's', 'n', 'm', 'u']"
p___ee______gic__,l,palaeethnological,"['r', 's', 'y']"
p___yngop_l_tinus,a,pharyngopalatinus,"['c', 'e']"
__c__tio_a_______,e,exceptionableness,"['u', 'r', 'd']"
disproportio_a_l_,n,disproportionably,['e']
i_t_rtro____t_ri_,n,intertrochanteric,"['s', 'l', 'u']"
p_o_o____t_v__t__,c,procollectivistic,"['n', 'a', 'h']"
_____p________t_s,r,hydropericarditis,"['n', 'l', 'm', 'u', 'b']"
__o_o___o_i___io_,n,photochlorination,"['z', 'e', 's', 'm', 'd']"
deph__icali_atio_,z,dephysicalization,['m']
__bl_che_r_e__e__,s,publicheartedness,"['o', 'w', 'k', 'm']"
comm__icati_e_ess,n,communicativeness,['d']
_ndergrad_atene__,u,undergraduateness,"['i', 'c']"
___e__ge_e__c____,l,kinetogenetically,"['r', 'h', 's', 'p', 'u']"
c_mm_n____bl_n___,s,commensurableness,"['i', 't', 'd']"
___r____n_____en_,a,supraquantivalent,"['o', 'c', 'h', 'm']"
_hoto_h_o_o__a_h_,r,photochromography,"['l', 's', 'd']"
ph__om___liz_tio_,n,phenomenalization,"['y', 'r']"
_h___mom_mm_____y,a,thalamomammillary,"['c', 'e', 'p']"
me______e_eb_____,i,meningocerebritis,"['l', 'a', 'h', 'y']"
_n__o___ro_r__hi_,a,anemometrographic,"['l', 'u', 's', 'y']"
sa__har__h__r_s_s,c,saccharephidrosis,"['t', 'l', 'n']"
d_sadvanta_e_usly,i,disadvantageously,['r']
_a_y_i__h_d____id,o,labyrinthodontoid,"['e', 'c', 'p']"
g__trohyper_euri_,a,gastrohyperneuria,['c']
h__t__o_____oto__,y,hysterolaparotomy,"['c', 'i', 'n', 'g']"
c__l____a__ma____,o,cholesteatomatous,"['i', 'n', 'r', 'g']"
o_____b_ll_s___n_,e,overembellishment,"['a', 'g', 'u', 'c']"
____________s_ess,u,multitudinousness,"['r', 'c', 'a', 'p', 'g']"
__l_nchno_keleton,s,splanchnoskeleton,"['i', 'y']"
int__p_otopl_smi_,a,intraprotoplasmic,"['h', 'e']"
_ysterotr_um_t_sm,a,hysterotraumatism,['c']
____d__________o_,i,misadministration,"['e', 'l', 'u', 'p']"
c__lecy_______p_y,h,cholecystorrhaphy,"['g', 'm', 'n', 'd']"
_em____ere_t_e___,h,hemihyperesthesia,"['n', 'c', 'o']"
ce_e__op__s_o_o__,y,cerebrophysiology,"['t', 'a', 'n']"
_hla___o_o_a_i_a_,d,chlamydomonadidae,"['t', 'r', 'p']"
qu_nquetubercu__r,l,quinquetubercular,['o']
polyg_mo_ioecio_s,d,polygamodioecious,"['b', 'n']"
_______iz__i__i__,r,reorganizationist,"['l', 'm', 'c', 'u', 'p']"
_______alb_______,o,chondroalbuminoid,"['e', 's', 't', 'p', 'g']"
_n_i_om___m_n___y,a,anticomplementary,"['u', 'd', 's']"
__con_t__ct_on__t,r,reconstructionist,"['a', 'd', 'p', 'b']"
c_a_ac_e_le___e__,s,characterlessness,"['o', 'd', 'g', 'i']"
h_per_limen___ion,t,hyperalimentation,"['c', 's']"
______ch______a_h,o,seismochronograph,"['t', 'l', 'y', 'd']"
_os_____o__e_sh_p,r,nostrummongership,"['a', 'c', 'l', 'd']"
_l_________n____n,c,electrotechnician,"['s', 'p', 'u', 'm']"
platitu_i__us_ess,n,platitudinousness,"['r', 'c']"
_uadri_res_ent_id,c,quadricrescentoid,['p']
___ol__ioni__m_n_,e,revolutionizement,"['a', 's', 'c']"
_em_er___ene_cen_,s,semperjuvenescent,"['i', 'o', 'g', 'a']"
b_e_harosy__hysis,p,blepharosymphysis,"['n', 'c']"
_risacrame__aria_,t,trisacramentarian,['l']
de___eri__i___i_n,a,dematerialization,"['s', 'c', 'p']"
pol_phlo_sbo_o__c,i,poluphloisboiotic,"['y', 'r']"
p_n__r__________n,a,panchromatization,"['e', 's', 'l', 'u', 'd']"
recapitulati__i_t,o,recapitulationist,['z']
_a__e_demal_on_sm,t,tatterdemalionism,['p']
_leo__gmo__o_tomy,i,ileosigmoidostomy,"['p', 'r']"
p_rf___ioniz_m_n_,e,perfectionizement,"['a', 's']"
g_i__olo__t___o__,s,geissolomataceous,"['h', 'r', 'n', 'y']"
_y_______s____a__,l,hydrofluosilicate,"['p', 'n', 'm', 'g']"
_nd__advan_a_e___,s,undisadvantageous,"['l', 'y', 'r']"
afte_fe__entation,r,afterfermentation,"['s', 'g']"
sele_ogr_p_ic_lly,a,selenographically,"['t', 'm']"
stylo___to_horous,m,stylommatophorous,['c']
_____i___i_u_____,s,conscientiousness,"['r', 'a', 'l', 'd']"
nons___l___c___on,i,nonsimplification,"['u', 'e', 'r', 'd']"
_r_hydr__r__hi___,o,orohydrographical,"['t', 's', 'e', 'n']"
___m__oplag_o____,i,bismutoplagionite,"['c', 'r', 'h']"
_o_se_ta_eous_ess,n,consentaneousness,"['g', 'i']"
________a__la____,o,noncongratulatory,"['i', 'e', 's', 'p', 'm']"
o_e_se_si_i_e_ess,v,oversensitiveness,"['b', 'l', 'z']"
chlo_ophyllac_ou_,e,chlorophyllaceous,"['m', 'i']"
____mm_____b_l___,i,incommunicability,"['e', 's', 'r', 'd', 'g']"
_e___o_opo_r_ph__,c,medicotopographic,"['l', 'n', 's']"
______u__ne__en_e,c,radioluminescence,"['p', 't', 'q', 'b']"
_a___ch_h________,l,paleichthyologist,"['r', 'n', 'm', 'd', 'u']"
__t_rc____ss____l,n,interconfessional,"['m', 'p', 'u']"
_i___tur__iz_ti__,a,disnaturalization,"['c', 'm', 'e', 'b']"
__esusce_tibilit_,p,presusceptibility,['n']
ac__m_n___amma__c,o,acromonogrammatic,"['h', 'd', 'u']"
predes_i_a_io_is_,t,predestinationism,"['c', 'l']"
___x______bl_____,s,unexhaustibleness,"['p', 'o', 'r', 'c', 'd']"
n_n__t__r___g_c__,o,nonmeteorological,"['h', 'p', 'u']"
s____o___________,l,silicoflagellidae,"['t', 'n', 'r', 'p', 'u']"
__t________u_____,e,heterogeneousness,"['i', 'a', 'c', 'l']"
__e__n_____u_____,i,overindividualism,"['c', 't', 'p', 'y']"
p_e_ipo_e__iarize,t,plenipotentiarize,"['s', 'd']"
___o_v____o____z_,n,unconventionalize,"['r', 's', 'd', 'm', 'b']"
_nc___r_cl___ce_e,a,ancistrocladaceae,"['u', 'h', 'm', 'p']"
____e___________m,i,universitarianism,"['o', 'c', 'l', 'p']"
a_________ani_i__,e,acetmethylanilide,"['r', 'o', 's', 'p', 'u']"
dis____a__n_a_ian,l,discoplacentalian,"['r', 'm', 'u']"
_ri_o___or_______,e,tribofluorescence,"['a', 'm', 'h', 'p']"
p_il_m____m__i__l,a,philomathematical,"['r', 'n', 'y', 'g']"
_r_int_r_r_tativ_,e,preinterpretative,['o']
_____allo______al,c,crystallochemical,"['n', 'p', 'g', 'u']"
____ff____t_at_o_,i,dedifferentiation,"['s', 'c', 'u', 'l']"
pi___ca____opi_a_,t,pithecanthropidae,"['l', 's', 'y', 'u']"
___r______r_n___l,y,pterygopharyngeal,"['i', 'c', 's', 'u', 'm']"
a_______p______u_,c,antistreptococcus,"['h', 'm', 'l', 'g', 'y']"
und_rr_gi__ra_ion,t,underregistration,"['l', 'f']"
_ncontro__ab___ty,l,uncontrollability,['e']
ce_atop_y__aceous,l,ceratophyllaceous,['m']
__i___enit__es_i_,r,primogenitureship,"['c', 'a', 'd', 'l']"
__oto_o__o_t__o__,r,protocoleopterous,"['h', 'n', 'm', 'i']"
me_h_____hel_____,i,mephistophelistic,"['a', 'n', 'r']"
_n__nse__en___lly,i,inconsequentially,"['r', 'g', 'f', 'h']"
u_p_c_ur___u_____,s,unpicturesqueness,"['o', 'a', 'l', 'h']"
_yperinte__igen_e,l,hyperintelligence,"['s', 'f']"
___r_o__uoro__opy,s,stereofluoroscopy,"['i', 'h', 'a']"
u____e_es___g_ess,n,uninterestingness,"['o', 'a', 'c', 'd']"
pie__electricall_,o,piezoelectrically,"['n', 'd']"
_i_ei____i__i__e_,s,fideicommissioner,"['a', 't', 'l', 'p', 'g']"
_b___ti_n_b__n_ss,e,objectionableness,"['r', 'p', 'u']"
u______essi_e_ess,r,unprogressiveness,"['c', 'a', 't']"
__n_l__anl_k_n___,e,gentlemanlikeness,"['o', 'd', 'c']"
_____e_______e_u_,c,siliceocalcareous,"['n', 't', 'p', 'm', 'h']"
s___r_rr_t_b_l_t_,i,superirritability,"['o', 'g', 'f', 'c']"
t_ac__op_a_yng_al,e,tracheopharyngeal,"['s', 'i']"
_nc_rc__scr_pt_on,i,incircumscription,['a']
___t_tr_c_r__at_c,o,phototrichromatic,"['e', 's', 'l', 'n']"
non__o_agandi_tic,p,nonpropagandistic,"['m', 'e']"
unconscien_ious__,l,unconscientiously,['d']
p_r_st_romorp_ous,e,peristeromorphous,['a']
reprehen__blene__,s,reprehensibleness,['a']
__________o_s__ss,e,unpretentiousness,"['c', 'a', 'l', 'd']"
