masked_word,target,original_word,wrong_guesses
un_ond_t_onedness,i,unconditionedness,"['a', 'm']"
_alae___a_h__ally,p,palaeographically,"['t', 'n', 'm', 's']"
m_c_oc__ma_o_o__c,i,microclimatologic,"['e', 'h', 'y']"
d___dr_____cc___c,i,dihydroxysuccinic,"['a', 'e', 't', 'l']"
_g_thok_ko_ogic__,a,agathokakological,"['y', 'e']"
_____m______o___y,e,excrementitiously,"['a', 'p', 'd', 'g', 'f']"
st_atog_aphica___,r,stratographically,['e']
p______o_o______y,l,pharmacologically,"['t', 'e', 'n', 's', 'u']"
____rn_m_r_rin___,s,supernumerariness,"['t', 'o', 'g', 'l']"
_____c_l__i___i__,a,vernacularization,"['s', 'm', 'p', 'd', 'y']"
____o__t_o___ss__,r,hydronitroprussic,"['e', 'l', 'a', 'm']"
___ry___br____i_l,a,pharyngobranchial,"['t', 'e', 'm']"
_n_i_tin__i___b_e,s,undistinguishable,"['r', 'c', 'm', 'f']"
ph____herapeu__cs,t,phototherapeutics,['l']
ph_toph_lo_e_etic,y,phytophylogenetic,"['a', 'm']"
mic__c_l__imet_ic,o,microcolorimetric,['u']
_a_e_________i_a_,l,paleophytological,"['r', 'm', 'n', 's']"
_ve__e_____ve_e__,s,oversensitiveness,"['p', 'a', 'd', 'c']"
_icrodi_ti__ation,l,microdistillation,"['u', 'p']"
__p__s_______t___,i,dephysicalization,"['r', 'u', 'm', 'g']"
_ub______________,i,subintelligential,"['o', 'r', 'c', 'p', 'd']"
s_nuato__nnat_f__,i,sinuatopinnatifid,['e']
___a__c_______ar_,p,hepaticopulmonary,"['s', 'd', 'b', 'g']"
tr_sacrame_tar_a_,i,trisacramentarian,['l']
_______________ne,c,occipitocalcarine,"['h', 's', 'm', 'y', 'u']"
t_alamomamm_llary,h,thalamomammillary,"['e', 'u']"
__t______t_t_o___,a,antigravitational,"['e', 's', 'c', 'p', 'd']"
a______he_a_e____,t,actinotherapeutic,"['s', 'm', 'l', 'd', 'g']"
u_c___licti_g_ess,n,unconflictingness,"['a', 'p']"
muscul_memb_a__us,o,musculomembranous,"['t', 'i']"
_u__r_____u_u__l_,i,quadrienniumutile,"['s', 'p', 'y', 'o', 'c']"
_______a_fa______,s,oversteadfastness,"['i', 'c', 'l', 'u', 'm']"
_l__t____tallu__y,e,electrometallurgy,"['s', 'i', 'n', 'p']"
_len___tent_ar_ze,i,plenipotentiarize,"['b', 's']"
___erca___i_a_i__,n,supercanonization,"['l', 'm', 'y', 'g']"
______c_r__n_____,i,sulphocarbanilide,"['t', 'm', 'y', 'g']"
g___l_m__li______,e,gentlemanlikeness,"['o', 'r', 'b']"
dis___usto_edness,c,disaccustomedness,['r']
elect_o__dust__al,r,electroindustrial,"['v', 'j']"
ch_r__ep_the___ma,o,chorioepithelioma,['s']
trach____r___at_c,e,trachelobregmatic,"['n', 'p', 's']"
d_s_o__ert__g_ess,n,disconcertingness,"['v', 'm']"
p__mi___n__i_ni_m,r,premillenarianism,"['o', 't', 'u', 'd']"
_nti__o__ctioni_t,r,antiproductionist,"['e', 'j', 'f', 'v']"
__l_e__rys__ll__e,a,palaeocrystalline,"['h', 'u', 'm', 'd']"
o____al_on_u____s,h,ophthalmoneuritis,"['c', 'v', 'g', 'd']"
_ir__mstantiati_n,c,circumstantiation,['d']
hydr__her_peu_ics,t,hydrotherapeutics,['n']
_n_o__endableness,m,uncommendableness,['p']
anti_om_lementar_,p,anticomplementary,['b']
ph____o_h________,c,physicochemically,"['t', 'n', 'r', 'g', 'd']"
_n_n________a__sm,l,unintellectualism,"['r', 'o', 'p', 'h']"
i_terretic__atio_,n,interreticulation,"['p', 'y']"
s_hiz__r___ri_i__,a,schizogregarinida,"['t', 'p', 'm', 'u']"
lab___n__o_on_o__,i,labyrinthodontoid,"['s', 'e', 'u', 'g']"
d_s_o____en_____n,a,discoplacentalian,"['r', 'm', 'h']"
l_byr_ntho_ont__n,a,labyrinthodontian,['c']
_n_onditionaln_ss,e,unconditionalness,['f']
_ithochro_ograph_,y,lithochromography,"['n', 'd']"
______o_ho_o_____,t,spectrophotometry,"['i', 'a', 'g', 'l', 'n']"
electrohe_ost_s_s,a,electrohemostasis,"['n', 'd']"
ga_t_o___e_ne___a,r,gastrohyperneuria,"['d', 'c', 'l']"
hem__hy_o_dec_omy,i,hemithyroidectomy,"['a', 'p']"
vesi__lobro__hial,c,vesiculobronchial,['y']
n____p_____pa____,h,neuropsychopathic,"['l', 'm', 'g', 'd']"
u_co_te_tiou__e__,n,uncontentiousness,['a']
hy_teromyome_tomy,s,hysteromyomectomy,"['i', 'n']"
_______m__p____l_,o,enantiomorphously,"['c', 'b', 'd', 'g', 'v']"
d_a_thro_omor_hic,p,deanthropomorphic,['y']
___at___r_t_n_t__,i,hepatoperitonitis,"['c', 'm', 'd']"
_h____n_m___h__i_,o,photoanamorphosis,"['e', 'c', 'y']"
b___de__eaded_e__,s,blunderheadedness,"['o', 't', 'p']"
anti_on_eptioni_t,c,anticonceptionist,['r']
_h____th______t__,r,chronothermometer,"['i', 'a', 'l', 'p', 's']"
mel_nch_l__usness,o,melancholiousness,"['y', 't']"
__d__p_____u_____,r,hydroparacoumaric,"['e', 'n', 's', 't', 'l']"
__d____h_r_______,i,undecipherability,"['o', 's', 'm', 'g']"
_______re________,s,antiaggressionist,"['p', 'c', 'l', 'u']"
overem_elli__ment,s,overembellishment,"['a', 'p']"
__t_m_t_m__p__sis,o,autometamorphosis,"['n', 'y', 'c', 'l']"
_____o__mm___i___,s,pseudosymmetrical,"['n', 'g', 'h', 'z', 'b']"
__l_e_hydr_gr__hy,a,palaeohydrography,"['t', 'c']"
__i_o_e_cocy_o_i_,s,anisoleucocytosis,"['h', 'r', 'p']"
preresp_ns_b_l__y,i,preresponsibility,['a']
l___r____t_r_t___,o,laparohysterotomy,"['i', 'n', 'c', 'u']"
_ostd_v_lo___ntal,e,postdevelopmental,"['i', 'u']"
___a_____a__llar_,m,squamosomaxillary,"['c', 't', 'n', 'e', 'p']"
_____o_e_____no__,i,silicoferruginous,"['a', 'p', 't', 'h', 'm']"
__o_o__ionabili_y,p,proportionability,"['h', 's']"
_s_ert_in_b_eness,a,ascertainableness,['p']
h___o____c_______,r,hydropericarditis,"['n', 'l', 'm', 'u']"
reph_sph_ri_ati__,o,rephosphorization,"['c', 'g']"
p__l_crocor_ci__e,a,phalacrocoracidae,"['n', 't']"
noncon_r__ul__ory,a,noncongratulatory,"['i', 's']"
_nti__n____i_____,a,antimonarchically,"['e', 's', 'u', 'g']"
in_____ni___i_i_y,c,incommunicability,"['e', 'r', 's', 'z', 'v']"
__rd_p_r___rd___s,i,cardipericarditis,"['o', 'u', 'n']"
__e_ygoma______a_,r,pterygomandibular,"['c', 'h', 'z', 's']"
_____og__p__c___y,i,bibliographically,"['t', 'e', 'n']"
hem_h__e_e__he__a,s,hemihyperesthesia,"['n', 'o', 'l', 'c']"
a_emome_rograph_c,i,anemometrographic,['d']
__o_o__nd_____d__,l,scolopendrellidae,"['h', 't', 'y', 'm']"
_id_ico__i__io___,s,fideicommissioner,"['t', 'a', 'l', 'p']"
_o____r___r____o_,t,counterattraction,"['s', 'p', 'f', 'm']"
a_c__tr_cla_ac_a_,e,ancistrocladaceae,"['h', 'u', 'm']"
______v__sa____a_,n,nonconversational,"['u', 'd', 'p', 'y', 'g']"
hypertra__ce__e_t,n,hypertranscendent,['i']
_______a_i_______,n,noncontagiousness,"['r', 'l', 'p', 'm', 'd']"
_rrec__era_le_e__,s,irrecoverableness,"['t', 'p', 'm']"
g_________t____u_,s,geissolomataceous,"['r', 'n', 'p', 'h']"
s___rs__s_a__ia__,t,supersubstantiate,"['l', 'c', 'y', 'o']"
_v_r___tr_ct_v_l_,e,overdestructively,"['n', 'a', 'b']"
_______yc_____i__,o,paedopsychologist,"['n', 'r', 'm', 'u']"
o_e_p_opo___o_a_e,r,overproportionate,"['s', 'd', 'l']"
____i_____d____id,o,hypsilophodontoid,"['e', 'r', 'a', 'c', 'u']"
_nc__p_____n_t_ly,s,uncompassionately,"['r', 'd', 'b', 'h']"
t__o_____t__op__t,h,theomisanthropist,"['c', 'l', 'y', 'g']"
____p__s_______ss,e,unrepresentedness,"['i', 'o', 'a', 'l', 'b']"
di_lid_n_________,a,diclidantheraceae,"['s', 'o', 'p', 'u']"
____roe__ero__om_,t,gastroenterostomy,"['c', 'h', 'p']"
_____ad___g_ap_i_,e,enteradenographic,"['s', 'l', 'u']"
__s_o_d_os_u__ous,a,mastoideosquamous,"['r', 'c', 'n']"
___u_h________h_p,s,draughtswomanship,"['e', 'c', 'l', 'b']"
_____g________lly,i,configurationally,"['e', 's', 'p', 'm', 'h']"
_e____n______n___,i,reorganizationist,"['l', 'c', 'u', 'm', 'd']"
_______r_s_____ss,e,unpicturesqueness,"['o', 'v', 'a', 'l']"
_re_nter_ret_t__e,p,preinterpretative,"['u', 'o', 'm', 'g']"
_a___________t_m_,v,vasovesiculectomy,"['r', 'h', 'p', 'g', 'n']"
st_r_oty_ogra___r,e,stereotypographer,"['m', 'i']"
m_dicoto_ogra__ic,p,medicotopographic,['u']
thy_o__ytenoi_eus,r,thyroarytenoideus,['p']
_npr___n__o__n___,s,unpretentiousness,"['a', 'c', 'd', 'm']"
__ra___r___ra____,o,coracoprocoracoid,"['t', 'e', 'h', 'g', 's']"
_a_hth______h____,l,naphtholsulphonic,"['r', 'e', 'g', 'm', 'y']"
p_otocon_ucti_ity,v,photoconductivity,['r']
unsoph_st___ted_y,i,unsophisticatedly,['r']
spect_ophoto_ete_,r,spectrophotometer,['i']
b___ch_c_pha____s,i,bronchocephalitis,"['u', 'y', 'g']"
_ara__yr_i_e____y,t,parathyroidectomy,"['l', 's', 'n', 'u']"
met__lnap_t_alene,h,methylnaphthalene,['o']
s_hoo_g____sh__ss,i,schoolgirlishness,"['a', 'u', 't', 'd']"
_i_ic___a____ata_,l,silicoflagellatae,"['r', 'n', 'm', 'd']"
u_de__ati_factio_,s,undersatisfaction,"['l', 'p']"
_u_____lu________,t,autoagglutination,"['s', 'e', 'r', 'c']"
r_d____m_________,e,radioluminescence,"['t', 'g', 'p', 'h']"
h__e_me___h_s_c__,y,hypermetaphysical,"['o', 'n', 'u']"
u_d____r___l_____,s,undiscernibleness,"['a', 't', 'o']"
t__p_____________,e,temporocerebellar,"['i', 'n', 's', 'h']"
_n____v______n_ss,e,undeliverableness,"['t', 'o', 'c', 'p', 'g']"
n_str_mm_ngers_ip,o,nostrummongership,['a']
__x___p___p_ata__,h,hexosephosphatase,"['r', 'i', 'm']"
__c_e_h____p__s__,l,nucleohyaloplasma,"['r', 't', 'i', 'd']"
l_m_______ma_____,o,lymphocytomatosis,"['e', 'n', 'r', 'u', 'g']"
tr_nsp_rt_ti_nist,o,transportationist,"['u', 'e']"
______l__i___i__l,c,panecclesiastical,"['o', 'r', 'g', 'u', 'm']"
exe_pl________n_l,i,exemplificational,"['r', 's', 'u', 'd']"
mi__i__wutmetunne,h,mishikhwutmetunne,['l']
__odo_a____ia__a_,e,rhodobacteriaceae,"['p', 'l', 'n']"
___e___ev___eness,r,irretrievableness,"['p', 'o', 'c', 'u']"
__traconservat_sm,l,ultraconservatism,['x']
_n_h_opomo_phid_e,a,anthropomorphidae,['c']
un___________n___,e,unforeseeableness,"['i', 't', 'c', 'p']"
p__ei_________i__,h,paleichthyologist,"['n', 'r', 'm', 'd']"
___t________s__ss,r,proterandrousness,"['i', 'c', 'l', 'm', 'h']"
s________st_at___,r,superillustration,"['f', 'c', 'g', 'd', 'm']"
_p_anc_n______t_n,s,splanchnoskeleton,"['i', 'r', 'm']"
p__t____po_t_tio_,r,pretransportation,"['l', 'u', 'd']"
c___c_e_t__u__e__,s,conscientiousness,"['r', 'a', 'l', 'h']"
i_______ti_l_____,n,inconvertibleness,"['a', 'u', 'p', 'm']"
_ostc__til_ginous,a,postcartilaginous,['e']
_r__t_______m____,l,crystallochemical,"['n', 'p', 'g', 'd', 'u']"
__a_y____c__ha_ic,l,platystencephalic,"['o', 'r', 'g', 'm']"
u____vo___u______,r,undervocabularied,"['s', 't', 'm', 'g', 'p']"
__c_o__o_o__c____,i,microbiologically,"['h', 't', 'p', 'n']"
mono__romati_a__y,l,monochromatically,"['p', 'b']"
m_s__m_n_s_r____n,i,misadministration,"['u', 'c', 'e']"
_______n_i_i__i_n,r,prereconciliation,"['s', 'f', 'd', 'z', 'm']"
_ys____y_r_p__s_y,t,cystoelytroplasty,"['u', 'h', 'd', 'm']"
p___o___a__zat_o_,n,phenomenalization,"['r', 'c', 'd', 'u']"
chrono_raphica___,l,chronographically,"['m', 'u']"
radi__h_rap_u_is_,t,radiotherapeutist,['c']
i___________i__a_,r,interproportional,"['c', 's', 'u', 'm']"
un__n__in__lene__,s,uncontainableness,"['d', 'm', 'g', 'f']"
__l____ys_______y,p,paleophysiography,"['c', 't', 'm', 'n', 'u']"
predisc___e__me__,n,prediscontentment,"['l', 'u']"
c__oro__y__aceous,l,chlorophyllaceous,['m']
st_______ph___lly,r,stereographically,"['m', 'n', 'd']"
p_e_es_ina_ianism,r,predestinarianism,"['l', 'g']"
m__c_______c_____,i,misclassification,"['r', 'e', 'u', 'y', 'h']"
_i_t_th______ti__,e,dietotherapeutics,"['n', 'l', 'm', 'g', 'y']"
h_perconser__t_sm,v,hyperconservatism,"['d', 'g']"
__e_es_ec_abili_y,p,prerespectability,['o']
_e_oglob__o___l__,i,hemoglobinophilic,"['s', 'a', 'r', 'u']"
hyp_rortho_n_thic,a,hyperorthognathic,['u']
__ub______t______,e,doubleheartedness,"['i', 'c', 'y', 'p', 'm']"
_nc_______b__n___,s,uncomfortableness,"['i', 'p', 'd', 'h', 'v']"
ch___th_rap_utics,e,chemotherapeutics,"['l', 'n']"
ectodynamomo__h_c,p,ectodynamomorphic,['g']
___u____________l,t,rotundotetragonal,"['i', 's', 'p', 'c', 'm']"
se_tatoart_c_late,p,septatoarticulate,['n']
__sp__p_________y,o,disproportionably,"['e', 'm', 'u', 'c', 'g']"
___m___i__i___io_,l,premultiplication,"['z', 's', 'f', 'd', 'b']"
__c_______g_____c,o,microphotographic,"['s', 'e', 'n', 'l']"
__o_o___rogra____,h,photomicrographic,"['y', 'e', 'n']"
_n____o_ra___a__y,l,unplutocratically,"['g', 'h', 'e', 'b']"
_n____o______n__y,s,unprepossessingly,"['t', 'a', 'c', 'm', 'd']"
s__l_________r__s,o,stylommatophorous,"['e', 'i', 'c', 'n', 'd']"
un_upern__ur_lize,a,unsupernaturalize,['c']
indem_nstr__ility,a,indemonstrability,['u']
ch__n_g_______c_l,a,chronogrammatical,"['p', 'e', 's', 'u']"
____uni___i__n___,s,communicativeness,"['r', 'p', 'l', 'd', 'f']"
au_och_ho_ous_ess,n,autochthonousness,['r']
_e_de__e_r_ed_ess,a,leadenheartedness,"['w', 'g', 'b']"
_r__s__p_r______l,e,transexperiential,"['c', 'o', 'u', 'm']"
f_br__oa_bum__ous,i,fibrinoalbuminous,['c']
__e__o_ro__e_____,p,pseudoprophetical,"['n', 'm', 'g', 'y', 'b']"
b_eph_r____chr___,a,blepharodyschroia,"['n', 't', 'm']"
_n_v_____a__an__m,i,universitarianism,"['o', 'l', 'c']"
____c_n_w__dg__nt,e,preacknowledgment,"['i', 's', 'u']"
_e__a_____i___io_,t,tetrasubstitution,"['l', 'z', 'f', 'c']"
hexaki_octahe_ro_,s,hexakisoctahedron,"['l', 'm']"
___l_o____a______,i,bibliotherapeutic,"['n', 's', 'm', 'd']"
_nc_p_al_my_litis,e,encephalomyelitis,['u']
tr_c__oroet_y_ene,h,trichloroethylene,['a']
blas__p_rph_ri_ic,o,blastoporphyritic,['u']
__combus__ble_ess,i,incombustibleness,['a']
__armacodynam_cal,h,pharmacodynamical,['t']
a_h_____a______a_,e,achromobacterieae,"['l', 'n', 's', 'g', 'p']"
__l____ulp_u___u_,s,salinosulphureous,"['c', 'm', 't', 'f']"
_y_rocarbo_aceous,h,hydrocarbonaceous,"['l', 'm']"
_npre___icialness,u,unprejudicialness,"['f', 't']"
____ini___n__i___,c,pectinibranchiate,"['o', 'l', 's', 'm']"
____t_o_________y,l,electrochemically,"['n', 's', 'p', 'u']"
_ubco_ce___o_a_re,s,subconcessionaire,['t']
_h_l______rrh__h_,y,cholecystorrhaphy,"['i', 'g', 'n', 'm', 'd']"
m__amm_da___at___,i,mohammedanization,"['c', 'f', 'l', 'g']"
___erv__e___e_e__,s,unserviceableness,"['p', 't', 'o', 'd']"
__nt_gr_elistic_l,a,pantagruelistical,"['o', 'm']"
bl__haros_m_h_sis,p,blepharosymphysis,['c']
_ntistre_t_c_ccus,o,antistreptococcus,"['y', 'h']"
___l____e____all_,c,occlusocervically,"['t', 'n', 'h', 'g']"
_e_ntellect_al_ze,i,deintellectualize,['r']
_up___pp________n,r,superappreciation,"['l', 'd', 'h', 'm']"
_eacc__ma___a___n,i,reacclimatization,"['u', 's', 'd']"
co___a______g___h,i,contradistinguish,"['e', 'p', 'l', 'm']"
_neum_n_cirrh__i_,o,pneumonocirrhosis,['a']
p_ytosocio_ogic__,l,phytosociological,"['r', 'e']"
arc__mp_r_a_____c,i,archimperialistic,"['o', 'n', 'u', 'y']"
zoo__orangio_hor_,p,zoosporangiophore,"['y', 'b']"
__________hy__t__,p,pseudoporphyritic,"['a', 'l', 'n', 'm']"
_yp__er__t__ly___,s,hypodermatoclysis,"['n', 'u', 'g']"
overs_perst_t_o_s,i,oversuperstitious,"['n', 'a']"
di_pr_p_rti_nabl_,o,disproportionable,['y']
a_t_r___l_t____st,i,antirevolutionist,"['g', 'c', 'p']"
b_____h_a________,e,brokenheartedness,"['i', 'c', 'l', 'g', 'm']"
_____l___n_f_____,o,hemoglobiniferous,"['a', 't', 'c', 'd', 'p']"
glosso_yn_mom_t_r,e,glossodynamometer,"['i', 'u']"
v__e_u__n____n__m,i,valetudinarianism,"['o', 'c', 'p', 'g']"
sa_pi_gostomatom_,n,salpingostomatomy,['r']
_ex____r__h_____y,l,lexicographically,"['t', 's', 'n', 'm']"
_e_ic__dio_leu__l,r,pericardiopleural,['m']
_______ar_ac_____,o,phytopharmacology,"['i', 'e', 's', 'n']"
_amam__i_an___m_m,h,hamamelidanthemum,"['o', 'r', 'g']"
spha__ococcac_ous,e,sphaerococcaceous,"['l', 'g']"
______l_____s____,c,microelectroscope,"['a', 'n', 'h', 'u', 'g']"
__ct______th_____,o,bacteriopathology,"['n', 's', 'd', 'm']"
_____cerp_______y,i,indiscerptibility,"['o', 'a', 'u']"
non_ro____ndistic,a,nonpropagandistic,"['e', 'h']"
hym__ophyllac_o_s,e,hymenophyllaceous,"['t', 'i']"
pr___gur_______ss,e,prefigurativeness,"['l', 'o', 'c']"
_n_er_r__h_n_er__,t,intertrochanteric,"['p', 'g', 'l']"
spin_s_t_be_c_la_,o,spinosotubercular,['d']
__b______c______s,i,fibropericarditis,"['u', 'n', 'l', 'm']"
_o_d_ff_____a__o_,n,nondifferentation,"['c', 's', 'u', 'g']"
__d_s___a___a____,i,industrialization,"['e', 'c', 'y', 'm', 'p']"
___er_cru_ul_____,y,hyperscrupulosity,"['n', 'a', 'm', 'd']"
t_a_____d__ta__t_,n,transcendentality,"['o', 'm', 'p', 'u', 'h']"
__________n___at_,i,sulphoricinoleate,"['d', 'm', 'g', 'b', 'y']"
max_lloma_____la_,i,maxillomandibular,"['t', 'c', 'e', 'y']"
nonconduc_ibi_i__,t,nonconductibility,"['s', 'v']"
m___o_h_mpho__d__,a,macrorhamphosidae,"['l', 'n', 'y']"
_____od_od_no_o__,t,gastroduodenotomy,"['l', 'h', 'i', 'p']"
m___c_c_______ca_,i,medicochirurgical,"['t', 'n', 'y', 'p', 's']"
seismo__ronogr_p_,h,seismochronograph,['t']
a_gi__oca_ca_eo_s,l,argillocalcareous,['n']
d__at___a__zat__n,i,dematerialization,"['c', 'u', 'h', 'p']"
_____gr_g_r______,a,haemogregarinidae,"['t', 's', 'c', 'p']"
d_od_no_ystostomy,e,duodenocystostomy,['i']
_h______p_g__ph__,o,chromotypographic,"['e', 'l', 's', 'n', 'd']"
p_eu_ocot_le_onal,d,pseudocotyledonal,['m']
__ep__ro______s_s,i,blepharolithiasis,"['n', 'c', 'm']"
___ct____d____t_c,o,electroendosmotic,"['a', 'p', 'h', 'y']"
___r__d_c__io_i__,t,ultraeducationist,"['p', 'm', 'f', 'v']"
in__m_r_h_n_i___y,e,incomprehensively,"['a', 't', 'd']"
h____ch____t_ps__,a,hemiachromatopsia,"['y', 'l', 'd']"
_l_ctr_ph_t_m_tr_,o,electrophotometry,"['i', 'a']"
_ec_io_la_o__a___,p,sectioplanography,"['b', 'm', 'd']"
i_e__i___i_______,o,ileosigmoidostomy,"['n', 'a', 'u', 'c', 'r']"
_l_ss_kin_sth_tic,o,glossokinesthetic,"['a', 'y']"
b_s_p_r__hrom_t_n,a,basiparachromatin,['e']
_n_on_roll___l__y,i,uncontrollability,"['g', 'e', 'f']"
_m___v________ll_,i,improvisatorially,"['n', 'e', 'c', 'u', 'g']"
__n_____an__a____,s,consubstantialist,"['e', 'r', 'g', 'm', 'y']"
_o____o__ili_tio_,n,nonreconciliation,"['p', 'm', 'f', 's']"
___f_c_____z_____,e,perfectionizement,"['a', 's', 'l', 'b', 'u']"
_________r_____s_,o,lepidopterologist,"['a', 'n', 'm', 'c']"
_o_p_e_e_____l_ty,i,comprehensibility,"['a', 'd', 'v', 'g']"
non__t_o_olo__c_l,e,nonmeteorological,"['h', 'p', 'b', 'u']"
p___eo_erpeto_ogy,a,palaeoherpetology,"['c', 'i']"
_y_rofluosili_at_,h,hydrofluosilicate,['n']
s__er__mme__at___,n,supercommendation,"['g', 'l', 'f', 'v']"
_____lle_________,i,procollectivistic,"['a', 'n', 'm', 'u', 'g']"
hy_romet_mor_hism,a,hydrometamorphism,"['u', 'g']"
_se_d__nde_enden_,p,pseudoindependent,"['r', 'm', 'c', 'h']"
app__c_pti_nistic,e,apperceptionistic,['u']
impe_su___bleness,a,impersuadableness,['t']
_____n_on_vi_____,a,calcaneonavicular,"['t', 's', 'y']"
___at__at_a____a_,r,ceratobatrachinae,"['l', 'm', 'p', 's']"
______e_____e_ll_,r,intraperitoneally,"['c', 's', 'h', 'u']"
____squ_am_s___ss,e,oversqueamishness,"['t', 'd', 'l', 'c']"
oppo_tunisti_a__y,l,opportunistically,"['e', 'h']"
___gu____v___u___,a,sanguineovascular,"['t', 'y', 'm', 'd', 'p']"
_____i__ti____t__,a,quadriarticulated,"['n', 'o', 's', 'm', 'p']"
____s__________us,r,peristeromorphous,"['a', 'n', 'c', 'l']"
sp_ndyl__herap_s_,o,spondylotherapist,"['m', 'u']"
pha_yn_oce_ato_i_,s,pharyngoceratosis,['m']
_u__s________s___,o,autosomatognostic,"['r', 'e', 'l', 'p', 'q']"
_n____v____v_n___,s,animadversiveness,"['u', 't', 'o', 'c', 'p']"
ac__m__hylanili__,e,acetmethylanilide,"['o', 'u']"
_o________o_____y,t,constitutionality,"['e', 'r', 'p', 'm']"
p_____ym_n_p____n,o,protohymenopteran,"['i', 'l', 'c', 's']"
in_e_in_epen_en_e,d,interindependence,"['s', 'f', 'l', 'o']"
___t_____r_nat__n,o,photochlorination,"['s', 'e', 'u']"
r_______l______s_,i,recapitulationist,"['m', 'g', 'h', 'b']"
_o__ro_r_________,l,polarographically,"['n', 't', 'e', 's', 'm']"
___udo_ym_tomatic,s,pseudosymptomatic,"['n', 'r']"
i_t__t_____i__o__,r,intertranspicuous,"['l', 'm', 'd', 'g', 'h']"
s_ul__u_es_ue_ess,r,sculpturesqueness,"['o', 'i', 'f']"
su_erd__bol_c_lly,a,superdiabolically,"['m', 't']"
d__l_ct_on_zat_on,i,deflectionization,"['s', 'u']"
or__o_i_ro__ili__,n,orthonitroaniline,"['p', 'b', 'y', 's']"
_et_e_og_obine_ia,m,methemoglobinemia,['r']
________u____c__y,o,stereofluoroscopy,"['i', 'a', 'n', 'm', 'h']"
c_e_ilu_inescence,m,chemiluminescence,"['r', 't']"
cr_ptocr__tall_ne,y,cryptocrystalline,['h']
_luvio_erre__rial,t,fluvioterrestrial,['n']
_o_sa_c_ifica_io_,n,nonsanctification,"['r', 'l']"
tr_ns_tl_ntic_ll_,a,transatlantically,['e']
p_oto_it_o___p___,h,photolithographer,"['c', 'y', 'm']"
_____og_______ll_,e,kinetogenetically,"['r', 'h', 'p', 's', 'm']"
___r_cons________,t,extraconstellated,"['i', 'v', 'u']"
___e_o__a__zat_o_,n,underorganization,"['l', 'm', 'p']"
___i_it____nt__i_,o,occipitofrontalis,"['e', 'm', 'h', 'd']"
___c__o___no___ic,t,electrostenolytic,"['h', 'p', 'a', 'g']"
diboth_io___halus,r,dibothriocephalus,"['n', 'y']"
___e___adab_e_e__,s,unpersuadableness,"['i', 't', 'o', 'c']"
__th__h_t_gr___re,o,lithophotogravure,"['n', 'm', 'y']"
__de_e______e_e__,n,indeterminateness,"['u', 'l', 'b', 'v', 'c']"
radi______r__rap_,o,radiometeorograph,"['c', 'n', 'y', 's']"
___o____e_t_o___y,n,unconscientiously,"['r', 'a', 'p']"
hi__o__thologic_l,p,hippopathological,"['y', 'e']"
______lo____o_a__,c,circumlocutionary,"['e', 's', 'p', 'h', 'd']"
_a_____e_u_______,o,gastrojejunostomy,"['i', 'c', 'l', 'p']"
_n_h________h_c__,o,anthropomorphical,"['g', 'e', 's', 'u', 'y']"
v______n________n,i,vocationalization,"['e', 'r', 's', 'u', 'p']"
m__i_____r__ritis,e,meningocerebritis,"['a', 'h', 'p', 'l']"
tra_he__r_n_hitis,o,tracheobronchitis,"['y', 'p']"
_ost_ill_nnialist,p,postmillennialist,['u']
semimi_r__hemi_a_,c,semimicrochemical,"['t', 'p']"
en_eph_lon_r_o_i_,a,encephalonarcosis,['d']
_he_______e_h____,o,theologicoethical,"['p', 'r', 's', 'n', 'm']"
co_s_bsta_tiatio_,n,consubstantiation,['r']
rev_luti__i_eme_t,o,revolutionizement,"['a', 's']"
_e_e__ib_____i_te,n,perennibranchiate,"['l', 's', 'o', 'd']"
s__erre_e_er____e,v,superregenerative,"['l', 'd', 'c', 'b']"
dep_logis_ica_io_,t,dephlogistication,['u']
car__oresp_ra_ory,i,cardiorespiratory,['n']
t__o___l__t_ro__c,h,theophilanthropic,"['s', 'm', 'y']"
n_n______p_n__n__,o,noncorrespondence,"['i', 'a', 't', 'l']"
mephis__phe_is_ic,t,mephistophelistic,['n']
__gn____at___n___,i,significativeness,"['o', 'm', 'r']"
_u_____t________t,a,cubicontravariant,"['s', 'e', 'l', 'p']"
nit____l__l____ic,r,nitrosylsulphuric,"['a', 'g', 'e']"
t______p_t_____m_,i,trichoepithelioma,"['y', 's', 'n', 'u', 'g']"
de_at_o_al_zat_o_,i,denationalization,"['r', 'm']"
___l_____e______l,a,philomathematical,"['n', 'r', 's', 'g']"
o_j___io_________,e,objectionableness,"['u', 'v', 'r', 'd']"
uncon_id_ra__n___,s,unconsiderateness,['f']
c__d__pne___g__p_,r,cardiopneumograph,"['t', 'y', 's', 'l']"
____p______t_____,a,hemiparanesthesia,"['o', 'l', 'c', 'u', 'y']"
o_hth___o_yo__t__,s,ophthalmomyositis,"['c', 'r', 'e', 'n']"
_e_r___er___g____,o,neuropterological,"['s', 'm', 'h', 'd', 'y']"
_mp__t___tr_c____,a,amphitheatrically,"['o', 's', 'n', 'u']"
s___t____l__g_a__,h,spectroheliograph,"['n', 'm', 'y']"
_at___a___t_ca__y,i,nationalistically,"['r', 'm', 'e']"
_ub__r_up_r_a____,e,subtersuperlative,"['o', 'c', 'n', 'd']"
n_n_n__________t_,i,noninflammability,"['r', 's', 'c', 'e', 'u']"
